"","separation","propensity","length","PredSS_r1_.1","PredSS_r1","PredSS_r1_1","PredSS_r2_.1","PredSS_r2","PredSS_freq_central_H","PredSS_freq_central_E","PredSS_freq_central_C","PredCN_freq_central_0","PredRCH_freq_central_0","PredRCH_freq_central_1","PredSA_freq_central_0","PredSA_freq_central_4","PredRCH_r1_.1","PredRCH_r1","PredRCH_r1_1","PredRCH_r2_.1","PredRCH_r2","PredRCH_r2_1","PredCN_r1_.1","PredCN_r1","PredCN_r1_1","PredCN_r2","PredSA_r1","PredSA_r2_.1","PredSA_r2","PredSA_r2_1","PredSS_freq_global_H","PredCN_freq_global_0","PredRCH_freq_global_0","PredRCH_freq_global_4","PredSA_freq_global_0","AA_freq_central_A","AA_freq_central_D","AA_freq_central_E","AA_freq_central_I","AA_freq_central_F","PSSM_r1_.4_A","PSSM_r1_.4_N","PSSM_r1_0_D","PSSM_r1_1_W","PSSM_r2_0_A","PSSM_central_.2_A","PSSM_central_.2_T","PSSM_central_0_H","PSSM_central_2_D","PSSM_central_2_V","class"
"58",7,0.053514712056863,162,"C","C","H","H","H",1,0,0,0.667,0.5,0.167,0.167,0.333,"0",0,1,0,3,"3","0",0,0,2,4,3,3,"0",0.704,0.34,0.395,0.006,0.21,0.167,0,0.167,0,0,0,-2,-2,-4,1,-1,0,-2,3,-3,"negative"
"70",9,-0.620222019076863,115,"H","H","H","H","H",1,0,0,0.625,0.25,0.625,0.125,0.75,"0",0,1,1,2,"0","0",0,2,3,4,3,1,"4",0.635,0.357,0.374,0.078,0.174,0.5,0,0,0,0,2,1,2,-2,-1,-1,-2,-2,4,-4,"positive"
"76",14,-0.402981896384358,213,"H","H","H","H","H",0.615,0,0.385,0.462,0.462,0.077,0.077,0.308,"3",0,3,2,3,"1","1",0,2,3,4,2,1,"3",0.399,0.183,0.263,0.117,0.244,0.154,0.077,0.077,0,0,0,1,2,-5,-2,-1,-4,3,-7,4,"negative"
"86",59,-1.88815652750283,440,"H","H","H","C","C",0.466,0.052,0.483,0.017,0.121,0.103,0.328,0.103,"3",0,3,3,0,"0","3",1,3,1,3,2,4,"4",0.352,0.15,0.241,0.164,0.255,0.069,0,0.121,0.069,0.034,-4,-4,4,-6,-2,0,-2,-2,-1,1,"negative"
"132",19,-1.06666371597824,161,"H","H","H","H","H",0.556,0,0.444,0.5,0.444,0.167,0.167,0.5,"3",1,0,0,1,"3","1",3,3,2,3,4,3,"0",0.559,0.373,0.335,0.012,0.217,0.167,0,0.056,0,0,0,0,-2,-3,-2,0,0,-3,-2,-1,"negative"
"146",200,0.81959887961335,1244,"H","H","H","C","E",0.266,0.161,0.573,0.08,0.121,0.08,0.332,0.176,"0",3,1,0,1,"3","0",3,1,3,1,4,3,"1",0.211,0.16,0.198,0.27,0.26,0.095,0.065,0.045,0.035,0.035,0,0,-5,-4,1,-1,0,0,-5,-3,"negative"
"154",183,-0.47594944256829,380,"C","C","C","C","C",0.39,0.198,0.412,0.104,0.192,0.132,0.374,0.121,"2",0,0,0,0,"3","3",0,0,1,3,3,4,"1",0.242,0.087,0.192,0.218,0.355,0.148,0.055,0.071,0.038,0.049,-2,-3,-2,-5,0,1,0,-5,0,1,"positive"
"158",64,-0.381820596156714,456,"H","H","H","C","C",0.254,0.111,0.635,0.159,0.254,0.079,0.286,0.254,"0",3,3,3,0,"0","1",3,3,1,0,3,3,"4",0.364,0.167,0.252,0.206,0.351,0.016,0.079,0.048,0.063,0.079,-1,-6,-7,-8,-2,0,-2,-6,-7,6,"negative"
"169",94,-0.568600568117784,176,"H","H","H","C","C",0.258,0.419,0.323,0.204,0.258,0.129,0.29,0.204,"2",1,3,0,0,"0","2",0,3,1,3,3,4,"3",0.222,0.261,0.307,0.051,0.199,0.151,0.043,0.043,0.054,0.022,0,-1,0,0,0,-2,-2,0,4,-4,"negative"
"199",104,-0.632525091030796,135,"C","C","E","H","H",0.854,0.039,0.107,0.515,0.388,0.214,0.165,0.379,"0",3,3,0,3,"3","4",3,4,3,3,3,0,"0",0.807,0.511,0.415,0,0.156,0.058,0.039,0.146,0.058,0.039,0,0,-2,-3,0,-2,-2,2,4,-3,"negative"
"206",252,-0.537431306114032,470,"H","H","C","C","C",0.155,0.135,0.709,0.155,0.275,0.056,0.108,0.375,"3",3,1,3,3,"3","3",1,1,3,2,3,3,"3",0.109,0.104,0.228,0.219,0.14,0.104,0.076,0.036,0.028,0.048,-3,-4,2,-4,0,1,-2,-1,1,-1,"negative"
"207",24,0.586518323646123,85,"C","H","H","H","H",0.609,0,0.391,0.348,0.478,0.217,0.087,0.304,"0",3,1,1,3,"2","1",3,1,3,1,3,0,"3",0.635,0.282,0.412,0,0.153,0.087,0.043,0.13,0.043,0.043,-1,5,-6,-4,3,-2,3,3,-5,4,"positive"
"212",70,-0.296751891098694,110,"C","C","C","C","H",0.203,0.246,0.551,0.391,0.391,0.232,0.217,0.449,"0",0,3,3,3,"0","0",1,3,3,4,0,1,"3",0.264,0.473,0.482,0.009,0.155,0.014,0.116,0.087,0.101,0.058,-1,0,2,1,0,-1,0,0,-1,-2,"negative"
"219",54,0.0733780659722836,394,"C","C","C","C","C",0.358,0.075,0.566,0.189,0.264,0.132,0.17,0.226,"0",3,0,0,0,"0","1",3,1,3,3,3,4,"3",0.302,0.175,0.272,0.165,0.16,0.075,0.094,0.075,0.057,0.038,-2,0,-3,0,1,-1,-2,0,2,-1,"negative"
"234",20,-0.144929851277216,324,"H","H","H","C","C",0.684,0,0.316,0,0.053,0,0.579,0,"3",3,0,3,0,"1","3",3,1,1,0,1,4,"3",0.725,0.176,0.235,0.216,0.34,0.105,0,0,0,0,3,-3,-5,-3,-1,2,-1,-6,2,-4,"negative"
"236",50,-0.183321241608327,452,"C","C","C","C","C",0,0.184,0.816,0.204,0.265,0.143,0.163,0.367,"0",3,3,4,4,"4","0",3,1,4,3,3,0,"1",0,0.217,0.316,0.148,0.162,0,0.061,0.02,0.041,0.02,-1,2,-1,4,-1,-2,3,-7,-1,0,"negative"
"238",69,-0.245311029163982,229,"C","C","C","C","C",0.485,0.132,0.382,0.221,0.265,0.162,0.279,0.206,"0",0,0,0,0,"1","0",0,0,0,3,4,4,"4",0.341,0.279,0.336,0.096,0.188,0.147,0.015,0.074,0.059,0.029,-2,-3,4,-4,1,1,-2,-4,3,-3,"negative"
"257",153,0.551778417434986,1244,"C","C","C","E","C",0.243,0.105,0.651,0.164,0.204,0.132,0.276,0.27,"3",3,0,4,4,"4","3",3,0,4,3,0,0,"0",0.211,0.16,0.198,0.27,0.26,0.046,0.059,0.072,0.046,0.033,1,-1,-3,1,-2,-2,6,0,-1,-3,"negative"
"274",21,0.755628568879203,250,"E","E","E","E","E",0,0.2,0.8,0.35,0.55,0.1,0.05,0.55,"4",3,3,3,3,"4","4",4,4,4,1,0,0,"0",0,0.22,0.384,0.04,0.144,0,0.1,0,0,0.1,-3,1,-4,-2,-3,-2,1,-2,-5,-2,"positive"
"311",91,-0.261888415190075,437,"C","C","C","E","E",0.211,0.3,0.489,0.033,0.2,0.078,0.344,0.133,"3",3,3,3,3,"4","3",4,4,4,1,0,0,"0",0.249,0.069,0.197,0.233,0.343,0.1,0.044,0.044,0.056,0.067,-3,2,-6,-3,-5,-4,-1,-1,-7,5,"negative"
"317",54,-1.06666371597824,135,"H","H","H","H","H",0.509,0.208,0.283,0.113,0.226,0.094,0.264,0.17,"3",2,0,2,0,"1","3",1,0,0,3,1,3,"3",0.393,0.222,0.348,0.111,0.237,0.094,0.057,0.038,0.038,0.057,-3,-4,-1,-5,1,3,-2,-1,2,-2,"negative"
"321",11,-0.853927377525712,134,"E","E","E","C","C",0,0.1,0.9,0.8,0.5,0.4,0,0.8,"3",3,3,0,0,"3","4",3,3,1,1,4,4,"3",0.067,0.351,0.396,0,0.164,0.1,0.1,0.1,0,0,-1,-1,-4,-3,0,0,3,-1,-1,-3,"positive"
"337",33,0.339083541066577,516,"C","C","C","C","C",0,0.438,0.562,0.188,0.344,0.156,0.25,0.281,"3",2,1,3,1,"0","4",2,1,1,2,1,3,"3",0.221,0.178,0.295,0.149,0.24,0.062,0.094,0.031,0.062,0.062,3,-2,2,0,2,-4,1,3,-4,-2,"negative"
"338",88,0.275783804396222,271,"H","H","H","H","H",0.425,0.218,0.356,0.103,0.138,0.161,0.391,0.092,"0",3,3,4,4,"4","0",3,3,4,0,0,0,"0",0.384,0.103,0.188,0.181,0.351,0.138,0.057,0.069,0.034,0.057,0,2,-4,-4,1,-3,-4,-1,-7,5,"negative"
"339",192,-0.365445070436067,296,"C","C","E","C","C",0.105,0.398,0.497,0.12,0.199,0.079,0.23,0.183,"0",0,3,3,0,"3","1",3,4,1,4,4,4,"4",0.068,0.149,0.243,0.203,0.223,0.12,0.068,0.031,0.058,0.042,0,0,-2,-2,-1,1,-1,-1,1,0,"negative"
"344",13,0.866481750410084,141,"C","C","C","C","C",0,0,1,0.25,0.25,0.25,0.083,0,"2",1,1,0,3,"1","3",1,0,3,3,3,0,"3",0.206,0.383,0.369,0,0.128,0,0,0,0.083,0,0,1,-1,-3,-3,-2,-2,-2,0,0,"positive"
"353",17,1.11178457528051,95,"H","H","H","H","H",0.812,0,0.188,0.375,0.438,0.062,0.188,0.312,"0",2,3,3,3,"3","1",2,3,4,3,2,0,"0",0.705,0.358,0.4,0.011,0.179,0.062,0.125,0.188,0,0,-1,2,-4,-5,-4,-1,-2,-2,-1,-1,"negative"
"354",56,-0.645740409892449,196,"C","C","C","C","H",0.545,0,0.455,0.073,0.145,0.055,0.309,0.073,"3",3,3,0,0,"0","4",4,4,0,3,4,4,"4",0.587,0.184,0.204,0.138,0.199,0.127,0.073,0.036,0.073,0.036,-3,-2,7,-3,1,2,-1,-5,-4,-2,"negative"
"363",349,-0.0509485544242698,610,"C","C","C","C","C",0.376,0.098,0.526,0.161,0.218,0.167,0.25,0.178,"4",4,4,1,0,"0","3",4,4,0,1,4,4,"4",0.334,0.164,0.246,0.139,0.221,0.055,0.06,0.069,0.052,0.049,3,-4,-4,-5,0,-2,-2,-1,0,-1,"negative"
"373",80,-0.636156166231107,205,"E","E","E","E","C",0,0.532,0.468,0.025,0.089,0.127,0.291,0.038,"3",3,3,3,4,"4","4",4,4,4,2,1,1,"1",0.054,0.054,0.151,0.093,0.234,0.063,0.076,0.025,0.063,0.038,-2,-2,-1,-2,-6,-3,-2,-6,0,-5,"negative"
"390",279,0.943238430903717,401,"H","H","H","C","E",0.14,0.324,0.536,0.129,0.237,0.165,0.241,0.194,"3",1,1,3,3,"3","3",1,0,4,3,1,0,"0",0.172,0.117,0.227,0.1,0.282,0.05,0.05,0.076,0.129,0.018,2,0,0,-5,-2,0,-1,0,-2,2,"negative"
"400",35,-0.755462394916418,477,"H","H","H","C","C",0.412,0.147,0.441,0.206,0.235,0.059,0.382,0.235,"3",2,0,0,2,"0","3",1,0,3,2,4,2,"4",0.419,0.201,0.243,0.176,0.252,0.029,0.059,0.088,0.118,0.029,-3,-6,0,-5,-1,2,-1,0,-3,-3,"positive"
"405",105,1.04490094001399,150,"C","C","C","C","C",0.212,0.163,0.625,0.115,0.26,0.144,0.202,0.212,"0",0,0,3,3,"X","1",0,1,3,4,4,2,"X",0.287,0.16,0.307,0.067,0.167,0.115,0.048,0.096,0.01,0.038,-3,-4,1,-1,-5,-1,0,-3,0,0,"negative"
"407",211,0.339083541066577,250,"E","E","C","E","E",0.019,0.381,0.6,0.224,0.348,0.171,0.129,0.338,"4",4,0,4,4,"3","4",4,1,4,1,0,3,"1",0.072,0.284,0.38,0.032,0.12,0.057,0.057,0.1,0.048,0.038,-1,-3,1,-4,-1,-1,0,-1,-1,-3,"negative"
"420",90,0.0169851971460199,113,"H","H","H","H","H",0.236,0,0.764,0.225,0.337,0.146,0.101,0.303,"1",3,3,1,2,"1","2",3,3,2,0,3,2,"3",0.372,0.204,0.31,0.071,0.15,0.146,0.045,0.034,0.011,0.045,1,-5,-9,-5,0,-3,3,-3,-2,0,"negative"
"435",174,-0.152034578344575,347,"H","C","C","C","C",0.462,0.092,0.445,0.127,0.202,0.156,0.295,0.104,"1",2,0,4,4,"4","2",2,0,4,1,0,1,"1",0.334,0.115,0.222,0.156,0.277,0.11,0.058,0.121,0.127,0.017,-3,-6,-3,-3,-5,-1,2,-3,3,-6,"negative"
"437",6,-0.0216808925773829,212,"H","H","H","C","C",0.4,0,0.6,0,0.2,0,0.2,0.2,"4",3,3,3,1,"3","4",4,2,4,0,0,3,"3",0.41,0.146,0.236,0.118,0.269,0,0,0,0,0.2,-1,-1,-3,-3,-1,-4,3,-5,-7,1,"positive"
"440",210,-0.667642937365069,235,"H","H","H","E","E",0.258,0.249,0.493,0.306,0.373,0.129,0.191,0.368,"2",1,3,3,3,"1","1",0,3,4,3,1,0,"3",0.247,0.289,0.349,0.047,0.183,0.024,0.081,0.072,0.053,0.053,-2,2,4,-2,5,-2,-2,1,2,-2,"negative"
"445",31,-0.16854968894129,170,"H","H","H","H","C",0.267,0,0.733,0.067,0.133,0.1,0.233,0.1,"3",3,1,0,1,"2","4",2,1,1,2,4,3,"0",0.347,0.076,0.218,0.135,0.271,0.133,0,0.167,0.033,0.067,-5,-8,-5,-7,-3,-4,-2,-2,-7,-3,"negative"
"472",26,0.264450545464963,219,"H","H","H","H","H",0.36,0.24,0.4,0.2,0.28,0.12,0.24,0.16,"4",3,3,3,3,"0","4",4,3,3,0,1,0,"4",0.406,0.196,0.247,0.16,0.315,0.12,0.08,0.08,0,0,4,-4,-6,-5,-4,-2,0,-3,0,0,"positive"
"486",269,-0.496799443754293,415,"H","H","H","C","C",0.377,0.119,0.504,0.082,0.16,0.078,0.362,0.146,"4",4,4,0,1,"0","4",4,4,2,0,4,2,"4",0.386,0.106,0.188,0.299,0.313,0.082,0.056,0.067,0.067,0.034,-1,-4,-4,-4,-3,4,-1,-1,-5,-1,"negative"
"492",58,0.690944442931784,151,"H","H","H","H","H",0.351,0,0.649,0.404,0.368,0.193,0.035,0.333,"3",3,1,3,3,"4","3",3,0,4,0,2,0,"0",0.543,0.358,0.325,0.06,0.106,0.105,0.035,0.14,0.053,0.035,-1,-1,-3,-3,5,1,3,0,-4,2,"negative"
"493",198,-0.609454376559503,764,"C","C","C","C","C",0.325,0.168,0.508,0.137,0.198,0.132,0.365,0.152,"0",0,0,3,3,"3","0",0,1,3,4,0,3,"0",0.365,0.161,0.223,0.226,0.313,0.066,0.066,0.061,0.061,0.051,0,-1,1,-1,-4,-4,-4,-4,-6,1,"negative"
"506",80,-0.85620663328298,110,"C","C","C","E","E",0,0.481,0.519,0.241,0.316,0.152,0.114,0.354,"0",3,3,3,2,"3","1",3,3,2,4,0,3,"2",0,0.245,0.336,0.036,0.109,0.063,0.025,0.076,0,0.076,-4,-6,-2,-7,-1,1,1,0,1,-2,"negative"
"519",305,1.17960746355996,466,"C","C","C","H","H",0.191,0.188,0.622,0.188,0.164,0.082,0.339,0.22,"3",3,3,0,3,"1","4",4,3,3,0,3,0,"3",0.251,0.195,0.191,0.223,0.33,0.102,0.056,0.066,0.079,0.03,2,-1,-5,-4,-1,-1,-3,-3,-2,-1,"negative"
"528",35,-0.357652718383342,120,"H","C","C","C","C",0.324,0.059,0.618,0.176,0.265,0.176,0.176,0.176,"1",0,1,0,0,"0","1",0,0,0,4,4,4,"4",0.517,0.375,0.417,0,0.125,0.029,0.029,0.029,0.029,0,-3,-1,-1,-4,0,-2,-1,0,3,-5,"negative"
"554",149,-0.311865766269773,229,"E","E","E","H","H",0.318,0.216,0.466,0.392,0.338,0.23,0.142,0.446,"2",3,0,1,0,"1","2",2,0,0,3,3,4,"3",0.328,0.354,0.336,0.057,0.153,0.095,0.047,0.061,0.047,0.02,-3,-4,-2,-4,2,3,0,-2,1,-1,"negative"
"576",36,-0.91658152710323,139,"C","C","C","C","C",0.371,0.286,0.343,0.029,0.086,0.086,0.514,0.086,"0",0,0,3,3,"3","0",0,1,4,4,0,0,"1",0.331,0.129,0.23,0.144,0.252,0.086,0.029,0.057,0.057,0.029,0,0,2,-5,-5,-4,-3,-7,-3,-7,"negative"
"581",16,-0.183321241608327,149,"C","C","E","C","C",0,0.867,0.133,0,0.267,0.067,0.267,0.133,"0",0,3,0,0,"3","1",1,4,2,3,4,3,"1",0.148,0.248,0.356,0,0.154,0,0,0.133,0.067,0.067,0,0,4,-2,-3,-4,-3,-2,0,-4,"negative"
"608",29,-0.158685575359271,216,"C","C","C","C","C",0,0.357,0.643,0.071,0.286,0.25,0.25,0.071,"3",3,3,0,0,"0","4",4,4,3,0,4,4,"3",0.06,0.167,0.278,0.102,0.241,0.071,0.071,0.036,0.071,0,0,0,-3,-6,-1,-2,-1,0,-2,-2,"negative"
"613",16,-0.261888415190075,224,"H","H","H","H","H",0.6,0,0.4,0.2,0.333,0.333,0.067,0.333,"3",3,1,2,3,"0","4",4,1,3,1,3,0,"3",0.357,0.129,0.223,0.219,0.348,0.133,0,0.133,0.067,0,-3,-6,-5,-5,-1,0,7,-8,-7,-6,"negative"
"630",102,-0.302960173485927,388,"H","H","H","E","E",0.485,0.079,0.436,0.129,0.228,0.158,0.376,0.129,"4",4,4,3,4,"4","4",4,4,4,0,0,1,"0",0.43,0.085,0.196,0.268,0.369,0.109,0.03,0.079,0.03,0.05,0,2,-2,-3,-6,6,-2,0,-2,-7,"negative"
"641",49,0.0989227983205789,108,"E","C","C","H","H",0.292,0,0.708,0.167,0.208,0.188,0.042,0.438,"3",3,3,0,0,"3","4",3,4,0,0,3,4,"2",0.352,0.213,0.259,0.093,0.102,0.083,0.062,0.062,0.083,0.021,0,-3,-3,-4,4,3,0,-2,4,-1,"negative"
"679",10,-0.365445070436067,211,"E","C","C","C","C",0,0,1,0.667,0.778,0.111,0,0.889,"4",4,0,0,0,"3","4",4,1,0,3,4,3,"0",0.038,0.294,0.346,0.085,0.194,0,0.222,0,0,0,3,-1,-1,-4,-2,2,-1,0,-3,0,"positive"
"710",166,0.000393901995454264,495,"E","C","H","C","C",0.176,0.164,0.661,0.23,0.309,0.091,0.164,0.291,"3",3,3,0,1,"3","3",3,3,1,1,4,3,"0",0.168,0.186,0.285,0.115,0.182,0.048,0.067,0.03,0.024,0.055,-2,0,-5,1,-1,-1,0,-2,0,-4,"negative"
"711",37,0.0846524541809183,170,"C","C","C","C","C",0.278,0.25,0.472,0.083,0.25,0.167,0.25,0.139,"0",0,2,0,0,"0","0",0,2,1,4,3,3,"4",0.224,0.106,0.294,0.094,0.218,0.056,0.083,0.056,0.028,0.111,0,0,1,-3,-1,1,-1,1,-6,3,"negative"
"721",239,-0.0228105631457767,764,"H","H","H","E","E",0.437,0.092,0.471,0.139,0.189,0.113,0.298,0.168,"2",3,1,4,4,"4","2",3,2,4,0,0,0,"2",0.365,0.161,0.223,0.226,0.313,0.063,0.059,0.071,0.059,0.076,-3,4,-5,-3,-3,1,3,-4,-6,-2,"negative"
"722",7,-0.23409472515415,242,"C","C","C","C","C",0,0,1,0.667,0.5,0,0,0.833,"0",0,3,0,0,"2","0",0,3,0,4,4,4,"4",0.05,0.459,0.417,0.017,0.14,0,0,0,0,0,0,1,-1,-3,-2,-1,-1,-1,-1,-2,"negative"
"723",32,-0.637628516238633,183,"C","C","C","C","C",0.419,0,0.581,0.29,0.387,0.065,0.194,0.323,"0",3,2,0,0,"0","1",3,2,0,1,4,4,"4",0.525,0.262,0.333,0.016,0.208,0.065,0,0.097,0.065,0.097,-2,0,-2,-2,-2,-3,6,0,-7,3,"positive"
"743",40,0.47908704632327,111,"H","H","H","H","H",0.744,0,0.256,0.308,0.282,0.231,0.205,0.282,"0",3,3,3,3,"0","1",3,3,3,0,0,1,"3",0.685,0.378,0.378,0.018,0.135,0.026,0.026,0.103,0.077,0.103,0,0,-3,-3,-6,-2,-1,2,4,-3,"negative"
"751",40,-0.579609897266314,394,"H","H","H","C","C",0.385,0.103,0.513,0.205,0.256,0.128,0.205,0.128,"1",0,2,0,0,"0","1",0,2,0,4,4,4,"4",0.302,0.175,0.272,0.165,0.16,0.026,0.051,0.026,0.128,0.077,1,2,0,0,-1,-1,-1,-4,-6,-2,"negative"
"755",102,0.734121565165707,226,"H","H","H","C","E",0.455,0.158,0.386,0.139,0.198,0.158,0.317,0.158,"3",3,1,3,4,"4","2",3,1,4,0,1,0,"0",0.394,0.181,0.248,0.128,0.292,0.178,0.079,0.099,0.059,0.03,-2,-2,-7,-4,-7,-7,-7,-6,0,-1,"negative"
"757",462,0.183561299993082,610,"C","E","E","C","C",0.358,0.126,0.516,0.171,0.241,0.165,0.243,0.206,"3",2,3,0,3,"1","3",2,4,3,3,4,1,"3",0.334,0.164,0.246,0.139,0.221,0.054,0.05,0.072,0.059,0.05,-1,1,-1,-1,-3,4,1,1,-5,-1,"negative"
"797",68,-0.168446050654973,250,"H","H","H","H","C",0.567,0.09,0.343,0.164,0.194,0.164,0.313,0.209,"0",3,3,2,0,"0","1",3,3,0,1,4,4,"4",0.476,0.128,0.204,0.18,0.336,0.179,0.075,0.06,0.045,0.045,7,-5,6,-5,-1,-1,-1,-3,-2,1,"negative"
"801",56,-0.257107278286766,123,"C","C","C","C","C",0.509,0,0.491,0.309,0.327,0.255,0.145,0.291,"0",3,3,1,1,"3","0",3,3,1,1,3,3,"3",0.52,0.35,0.374,0,0.154,0.036,0.127,0.055,0.018,0.018,-2,0,-4,2,0,-2,-1,0,2,-4,"negative"
"804",185,-0.420304517284753,207,"E","E","E","C","C",0,0.25,0.75,0.326,0.348,0.174,0.103,0.375,"3",3,3,0,0,"0","4",3,4,0,3,4,4,"4",0,0.329,0.353,0.005,0.106,0.038,0.049,0.054,0.043,0.022,-2,1,-2,-3,1,-1,2,0,0,-3,"negative"
"830",87,-0.490848489056317,128,"E","E","E","C","E",0.07,0.349,0.581,0.326,0.419,0.14,0.174,0.453,"1",3,1,0,0,"3","2",3,2,1,0,4,3,"1",0.047,0.234,0.344,0.07,0.203,0.105,0.093,0.047,0.07,0.023,-1,4,-5,-4,0,0,1,-3,-4,-5,"negative"
"835",35,-0.0502330882171169,149,"E","C","C","C","C",0,0.235,0.765,0.118,0.324,0.206,0.176,0.353,"3",0,0,1,2,"0","3",2,1,3,3,4,3,"4",0.148,0.248,0.356,0,0.154,0.059,0.029,0.059,0.147,0.029,-1,1,2,-4,-2,2,-1,-2,2,0,"negative"
"842",22,-0.295112436192171,58,"C","C","C","C","E",0,0.429,0.571,0.048,0.095,0.19,0.286,0.143,"0",0,3,3,3,"3","1",1,3,3,4,3,3,"2",0.207,0.103,0.207,0.017,0.224,0,0.048,0.095,0.19,0.048,-2,-5,4,-5,0,-4,-4,-3,-1,-2,"positive"
"848",18,-1.88815652750283,110,"C","C","C","C","C",0.765,0,0.235,0.588,0.353,0.353,0.118,0.353,"0",0,0,0,0,"3","1",0,0,0,4,4,4,"1",0.4,0.382,0.355,0.027,0.245,0.059,0.235,0,0.059,0.118,-1,1,3,-3,-1,-2,0,-1,0,-2,"negative"
"859",21,-0.12746197895099,237,"E","E","E","C","C",0,0.05,0.95,0.6,0.15,0.05,0,0.6,"3",3,3,3,3,"3","3",4,4,1,0,4,4,"4",0,0.19,0.249,0.114,0.198,0.05,0,0.05,0,0.1,-2,1,-1,13,0,-7,-7,-6,-2,-1,"positive"
"864",341,-0.498801547078728,954,"E","E","E","C","C",0.456,0.068,0.476,0.144,0.209,0.097,0.212,0.174,"3",3,3,0,0,"0","3",4,3,0,0,4,4,"4",0.181,0.155,0.239,0.138,0.156,0.118,0.059,0.076,0.047,0.044,2,2,-6,-1,-1,0,1,1,-1,-2,"negative"
