"","separation","propensity","length","PredSS_r1_.1","PredSS_r1","PredSS_r1_1","PredSS_r2_.1","PredSS_r2","PredSS_freq_central_H","PredSS_freq_central_E","PredSS_freq_central_C","PredCN_freq_central_0","PredRCH_freq_central_0","PredRCH_freq_central_1","PredSA_freq_central_0","PredSA_freq_central_4","PredRCH_r1_.1","PredRCH_r1","PredRCH_r1_1","PredRCH_r2_.1","PredRCH_r2","PredRCH_r2_1","PredCN_r1_.1","PredCN_r1","PredCN_r1_1","PredCN_r2","PredSA_r1","PredSA_r2_.1","PredSA_r2","PredSA_r2_1","PredSS_freq_global_H","PredCN_freq_global_0","PredRCH_freq_global_0","PredRCH_freq_global_4","PredSA_freq_global_0","AA_freq_central_A","AA_freq_central_D","AA_freq_central_E","AA_freq_central_I","AA_freq_central_F","PSSM_r1_.4_A","PSSM_r1_.4_N","PSSM_r1_0_D","PSSM_r1_1_W","PSSM_r2_0_A","PSSM_central_.2_A","PSSM_central_.2_T","PSSM_central_0_H","PSSM_central_2_D","PSSM_central_2_V","class"
"81",204,-0.479016067915334,367,"C","C","C","C","C",0.31,0.163,0.527,0.207,0.241,0.113,0.325,0.236,"0",3,0,3,3,"1","0",3,1,4,1,0,3,"3",0.302,0.172,0.213,0.253,0.332,0.089,0.079,0.034,0.069,0.034,2,-2,-5,0,-3,-5,-5,-4,4,-4,"negative"
"82",99,1.16304154068476,107,"C","E","E","E","E",0,0.592,0.408,0.102,0.265,0.184,0.153,0.204,"0",3,1,1,3,"2","1",3,2,4,0,3,0,"3",0,0.093,0.271,0,0.168,0.02,0.02,0.041,0.071,0.02,0,0,-6,-4,-2,-2,1,-1,1,-1,"positive"
"90",7,-0.126886696710557,319,"C","C","H","H","H",1,0,0,0.167,0.167,0.167,0.167,0,"3",3,1,3,3,"1","3",3,2,3,1,1,0,"3",0.417,0.075,0.163,0.279,0.392,0.5,0,0.167,0,0,-5,-7,-6,-2,-3,-1,2,-4,-6,0,"negative"
"109",8,-0.632525091030796,122,"H","H","H","H","H",1,0,0,0.286,0.143,0.143,0.143,0,"0",1,3,2,3,"3","0",1,3,3,3,3,0,"0",0.221,0.295,0.344,0.033,0.221,0.286,0,0,0,0.143,-1,-3,1,0,-2,4,0,2,1,-3,"negative"
"170",6,-0.51634095987401,226,"C","C","C","E","E",0,0.4,0.6,0,0.2,0,0.4,0,"3",3,3,3,3,"3","3",3,2,3,0,0,3,"0",0.177,0.133,0.195,0.093,0.319,0.2,0.2,0,0,0,-4,-3,-6,-2,-3,-1,-1,-2,4,-4,"positive"
"178",48,0.275783804396222,66,"C","E","E","E","C",0,0.553,0.447,0.17,0.17,0.191,0.255,0.106,"4",3,3,2,3,"1","4",4,4,3,3,3,0,"3",0.03,0.242,0.227,0.121,0.258,0.064,0.085,0.085,0,0.064,-2,-4,-2,-4,0,-2,-1,0,-4,4,"positive"
"183",95,-0.453080027406847,134,"C","H","H","C","C",0.33,0.128,0.543,0.202,0.245,0.16,0.213,0.191,"0",0,0,0,0,"0","0",0,0,0,4,4,4,"4",0.343,0.343,0.343,0.119,0.157,0.011,0.053,0.032,0.043,0.053,3,3,2,-5,-1,-2,-3,-5,-6,-7,"negative"
"203",34,-0.0228105631457767,372,"E","E","H","C","C",0.606,0,0.394,0.212,0.333,0.152,0.152,0.152,"3",3,3,3,3,"0","3",3,4,3,3,3,4,"4",0.091,0.167,0.285,0.121,0.194,0.061,0.091,0.061,0,0.061,0,0,-1,-4,-2,-1,0,0,-3,0,"negative"
"208",159,-0.297583344144405,226,"C","C","C","C","C",0.348,0.253,0.399,0.266,0.316,0.165,0.19,0.291,"0",0,0,1,2,"0","1",0,1,3,4,3,2,"3",0.381,0.274,0.332,0.04,0.186,0.076,0.089,0.082,0.07,0.051,2,-1,-1,-6,-3,-1,-3,-5,-6,2,"negative"
"213",71,0.682797020367608,172,"H","H","H","H","H",0.686,0.071,0.243,0.343,0.271,0.229,0.171,0.3,"3",0,3,3,3,"3","4",0,3,4,3,3,0,"3",0.634,0.355,0.326,0,0.186,0.043,0.071,0.014,0.029,0.014,3,-1,-2,-1,-1,-1,2,1,-1,-1,"negative"
"225",7,1.11178457528051,124,"E","E","E","E","E",0,0.5,0.5,0.167,0.667,0,0.167,0.333,"3",3,0,3,3,"3","3",3,1,3,0,0,3,"0",0,0.202,0.387,0,0.137,0,0,0.167,0,0,0,-2,-5,-2,-1,-1,0,-2,0,-1,"positive"
"229",167,0.5402079338809,310,"C","C","C","C","C",0.422,0.127,0.452,0.066,0.199,0.114,0.38,0.078,"0",0,0,4,3,"4","0",0,0,4,4,1,3,"3",0.523,0.171,0.239,0.248,0.319,0.06,0.054,0.072,0.066,0.018,0,-4,1,-4,3,6,-1,2,-4,2,"negative"
"245",75,-0.598349082390416,517,"C","C","C","H","H",0.297,0,0.703,0.284,0.27,0.095,0.068,0.324,"0",3,3,2,0,"2","1",3,4,0,3,2,4,"2",0.321,0.25,0.269,0.12,0.174,0.081,0.068,0.027,0,0.068,0,0,1,3,-1,0,0,-3,2,-1,"negative"
"273",30,0.297583937137025,237,"E","E","C","C","C",0,0.586,0.414,0.138,0.276,0.069,0.172,0.241,"3",3,3,0,0,"0","4",4,3,1,1,4,4,"3",0,0.19,0.249,0.114,0.198,0.138,0.034,0.069,0.069,0.103,-2,-4,-3,-4,-1,-3,-2,2,1,-3,"negative"
"288",58,-0.368081382215582,156,"H","H","H","H","H",0.912,0,0.088,0.404,0.351,0.316,0.123,0.246,"0",2,2,3,0,"0","0",1,2,0,2,0,3,"3",0.821,0.417,0.378,0,0.115,0.053,0.018,0.193,0.018,0.018,0,4,-2,4,2,0,0,0,1,-1,"negative"
"290",29,-0.348437167796208,195,"C","C","C","C","C",0,0.429,0.571,0.036,0.071,0.036,0.571,0.071,"1",3,3,3,3,"0","1",3,4,3,1,1,3,"3",0.328,0.144,0.226,0.179,0.359,0.036,0.071,0.036,0.071,0.107,0,-4,-6,-7,0,1,1,-3,3,-4,"positive"
"301",52,0.805348166013946,155,"C","E","E","E","E",0,0.627,0.373,0.176,0.255,0.137,0.255,0.255,"1",3,2,3,3,"1","2",3,3,4,1,3,0,"3",0.09,0.187,0.277,0.077,0.219,0,0.078,0.118,0.039,0.059,-3,-5,-5,-4,-2,-4,-4,-5,-6,-2,"positive"
"326",56,-0.91658152710323,166,"C","C","C","E","E",0.455,0.127,0.418,0.036,0.255,0.091,0.345,0.073,"3",3,3,3,3,"3","4",3,3,3,3,0,3,"1",0.482,0.078,0.265,0,0.271,0.055,0.018,0.091,0.091,0.036,-3,-1,0,5,-2,-1,-1,2,1,-4,"positive"
"331",15,0.00849402669097412,194,"C","C","C","E","E",0,0.571,0.429,0,0.143,0.071,0.286,0.143,"0",1,3,3,3,"3","0",2,3,4,4,3,0,"3",0.211,0.242,0.335,0.036,0.227,0.071,0,0.143,0,0.143,-1,0,0,4,-5,2,1,-7,-5,-5,"negative"
"332",269,0.927154390286748,516,"E","E","E","E","E",0.198,0.272,0.53,0.198,0.306,0.146,0.205,0.287,"3",4,4,1,3,"3","4",4,4,4,0,3,0,"3",0.221,0.178,0.295,0.149,0.24,0.093,0.067,0.052,0.049,0.03,3,-3,-8,-7,-7,-4,-2,-3,1,-7,"negative"
"356",101,-0.110326958364955,182,"H","H","H","E","E",0.4,0.11,0.49,0.32,0.32,0.18,0.14,0.31,"4",4,3,3,3,"3","4",4,4,4,0,0,0,"0",0.407,0.269,0.297,0.06,0.17,0.03,0.05,0.11,0.07,0.07,-3,-3,-2,-4,3,2,-1,-2,-2,1,"positive"
"365",357,-0.568600568117784,587,"C","C","C","H","H",0.242,0.138,0.621,0.098,0.169,0.079,0.315,0.135,"0",3,3,3,1,"0","1",3,3,0,0,2,3,"4",0.249,0.126,0.191,0.221,0.296,0.104,0.065,0.039,0.034,0.056,-1,-2,-6,4,3,-2,-1,0,2,-2,"negative"
"370",72,0.0846524541809183,257,"C","C","C","E","C",0.479,0.225,0.296,0.099,0.127,0.141,0.324,0.183,"0",3,1,4,4,"4","1",1,1,4,3,3,1,"1",0.381,0.136,0.23,0.226,0.272,0.07,0.056,0.056,0.07,0.042,0,-2,0,1,-2,-3,-6,10,-7,-2,"negative"
"401",8,0.295432897894212,75,"C","C","C","H","H",0.857,0,0.143,0.571,0.429,0.429,0.143,0.429,"0",2,0,1,3,"3","1",3,0,3,1,4,0,"1",0.613,0.267,0.227,0.027,0.173,0,0,0.429,0.143,0,-2,-5,-3,-5,6,-2,-2,0,2,-5,"positive"
"413",183,-0.46859062821864,865,"C","C","C","E","E",0.5,0.066,0.434,0.137,0.181,0.137,0.236,0.148,"0",0,1,3,3,"3","1",0,0,3,4,3,3,"2",0.394,0.168,0.238,0.129,0.242,0.055,0.082,0.077,0.044,0.055,-4,-6,3,-4,-1,0,2,-2,1,-1,"negative"
"422",74,-0.490848489056317,147,"H","H","H","H","C",0.356,0.288,0.356,0.151,0.26,0.205,0.178,0.26,"3",3,3,0,0,"2","2",3,2,0,0,4,4,"1",0.293,0.177,0.272,0.027,0.184,0.123,0.041,0.123,0.068,0.014,-6,-8,-7,-7,2,0,0,0,1,-6,"negative"
"439",335,-0.717098056127927,678,"H","H","H","C","H",0.371,0.087,0.542,0.171,0.21,0.108,0.347,0.198,"0",3,3,4,4,"4","0",3,3,4,0,1,1,"0",0.391,0.127,0.178,0.388,0.378,0.093,0.042,0.051,0.054,0.03,5,-3,-4,-5,-4,6,-1,-4,-5,-3,"negative"
"448",61,-0.770233121100733,215,"C","H","H","H","H",0.567,0.067,0.367,0.25,0.3,0.183,0.1,0.267,"3",0,3,2,0,"0","3",1,3,0,4,1,4,"4",0.391,0.191,0.27,0.13,0.195,0.083,0.05,0.133,0.05,0.017,-4,-2,0,-7,2,-1,1,1,-1,0,"negative"
"458",75,1.17960746355996,110,"E","E","C","E","E",0.378,0.23,0.392,0.23,0.351,0.176,0.135,0.23,"3",3,3,3,4,"3","3",4,3,4,1,0,0,"0",0.336,0.182,0.327,0.009,0.182,0.014,0.041,0.149,0.068,0.041,-2,-4,-3,-1,-2,0,0,0,-5,1,"positive"
"462",194,-0.264740238639843,295,"C","C","C","C","C",0.373,0.166,0.461,0.124,0.166,0.098,0.394,0.119,"0",0,1,3,3,"3","0",0,0,3,4,2,1,"4",0.485,0.139,0.186,0.285,0.369,0.104,0.057,0.088,0.021,0.021,-3,-5,0,-3,-2,2,0,-5,-5,6,"positive"
"463",12,-0.201664281504726,135,"C","C","C","C","C",0,0.273,0.727,0.273,0.364,0.273,0.182,0.364,"0",0,0,0,0,"1","0",0,0,1,4,4,3,"3",0.178,0.274,0.385,0.037,0.141,0,0,0,0,0,-1,-3,1,-4,-1,-2,-1,-3,-3,-1,"negative"
"466",160,-0.579609897266314,1244,"H","H","H","H","H",0.308,0.145,0.547,0.245,0.208,0.145,0.214,0.245,"1",3,3,3,3,"1","0",2,3,2,3,0,3,"3",0.211,0.16,0.198,0.27,0.26,0.063,0.057,0.05,0.025,0.031,-1,1,-2,1,0,-1,1,-2,7,-5,"negative"
"470",392,-0.380502019767479,954,"C","C","C","C","C",0.343,0.171,0.486,0.159,0.223,0.115,0.197,0.228,"0",0,0,3,1,"0","0",0,0,1,4,3,3,"4",0.181,0.155,0.239,0.138,0.156,0.107,0.056,0.082,0.051,0.038,0,0,4,-6,1,0,-1,0,-1,-2,"negative"
"471",179,-0.420304517284753,249,"H","H","H","E","C",0.292,0.157,0.551,0.073,0.146,0.129,0.348,0.084,"3",3,0,4,4,"4","3",3,1,4,1,0,1,"0",0.281,0.064,0.145,0.229,0.365,0.096,0.062,0.067,0.073,0.028,4,0,-6,-5,-4,-5,-5,-6,-6,4,"negative"
"480",154,0.471452689920424,366,"H","H","H","E","E",0.17,0.444,0.386,0.085,0.203,0.144,0.353,0.17,"3",3,0,3,3,"3","3",3,1,3,0,0,2,"0",0.161,0.085,0.238,0.107,0.306,0.065,0.059,0.059,0.052,0.046,-5,-7,-7,-5,-1,0,0,-7,-5,-6,"negative"
"484",19,-0.593125221569842,116,"C","E","E","C","C",0,0.333,0.667,0.111,0.444,0.111,0.167,0.333,"1",2,0,0,0,"1","1",2,0,1,3,3,4,"3",0,0.086,0.302,0,0.181,0,0.056,0.167,0,0,3,0,-1,-5,0,1,-3,-5,-8,-6,"negative"
"499",10,-0.620222019076863,314,"H","H","C","E","E",0,0.667,0.333,0,0,0.111,0.778,0,"1",0,1,4,4,"4","1",0,2,4,4,0,0,"0",0.29,0.096,0.207,0.156,0.29,0,0.111,0,0.111,0.111,-2,0,0,-2,-2,-4,-4,-6,-3,1,"negative"
"535",82,-0.245311029163982,492,"C","C","C","H","H",0.519,0,0.481,0.469,0.395,0.16,0.037,0.407,"3",2,0,3,3,"3","1",1,0,3,4,2,1,"3",0.417,0.244,0.323,0.128,0.177,0.062,0.074,0.074,0.049,0.025,-1,0,0,0,2,-5,-4,2,4,-2,"negative"
"549",169,-0.403679937050501,312,"E","E","C","C","C",0,0.405,0.595,0.375,0.417,0.137,0.095,0.411,"3",3,0,0,3,"0","2",3,0,3,3,4,1,"4",0,0.327,0.381,0.054,0.109,0.083,0.03,0.03,0.065,0.024,-2,-2,-1,-4,3,0,1,-1,-3,1,"negative"
"565",86,-0.809388092833644,238,"C","C","C","E","E",0.529,0.106,0.365,0.129,0.235,0.106,0.306,0.224,"1",3,3,3,3,"3","1",3,2,3,0,0,3,"0",0.508,0.134,0.214,0.118,0.311,0.071,0.082,0.141,0.094,0.071,-1,-2,-4,0,1,-1,-1,0,0,-1,"negative"
"605",113,0.551778417434986,213,"C","C","C","E","C",0.384,0.268,0.348,0.214,0.232,0.134,0.268,0.188,"2",1,3,3,1,"2","2",1,4,2,3,2,3,"1",0.249,0.268,0.286,0.113,0.235,0.062,0.036,0.107,0.054,0.027,-1,-2,2,-3,-1,-1,1,2,1,-2,"negative"
"606",28,-0.504346507360844,315,"H","H","H","C","C",0.037,0.37,0.593,0.222,0.296,0.185,0.185,0.185,"1",1,1,0,0,"1","0",0,0,0,4,4,4,"3",0.044,0.187,0.26,0.121,0.232,0.148,0.074,0,0.037,0.037,0,-1,0,-2,1,2,3,-1,-1,1,"positive"
"610",41,-0.296751891098694,94,"E","E","E","C","C",0.1,0.5,0.4,0.175,0.325,0.2,0.15,0.35,"3",0,3,0,0,"0","3",3,3,0,3,4,4,"4",0.043,0.245,0.362,0,0.16,0.025,0.025,0.075,0.025,0.05,-1,1,-1,-3,1,3,1,-3,-3,4,"negative"
"622",55,-0.158685575359271,236,"H","H","H","C","C",0.167,0.444,0.389,0.259,0.315,0.13,0.204,0.185,"1",3,1,0,0,"0","1",3,1,0,0,4,4,"3",0.271,0.165,0.284,0.089,0.254,0.13,0.056,0.093,0,0.056,-3,2,0,-2,-2,0,-1,1,-3,1,"negative"
"627",134,-0.7516567619976,642,"H","H","C","C","C",0.301,0.023,0.677,0.233,0.248,0.128,0.286,0.271,"0",1,1,1,0,"0","0",1,0,0,4,4,4,"4",0.358,0.187,0.212,0.235,0.274,0.12,0.045,0.098,0.053,0.06,3,-1,0,-2,-1,6,-2,-4,2,-2,"negative"
"633",301,0.0296067540423592,495,"C","C","C","E","E",0.19,0.18,0.63,0.217,0.287,0.107,0.163,0.26,"3",0,3,3,1,"3","4",4,4,2,3,3,3,"3",0.168,0.186,0.285,0.115,0.182,0.047,0.077,0.033,0.053,0.057,-2,-5,0,-3,-2,-4,-1,0,-3,0,"negative"
"636",38,0.927154390286748,157,"E","E","E","E","E",0.459,0.162,0.378,0.27,0.297,0.135,0.216,0.243,"3",3,3,1,3,"3","3",4,3,4,0,3,0,"0",0.197,0.236,0.331,0.013,0.197,0.081,0.081,0.027,0,0.054,0,1,-5,-4,1,-1,-1,0,-1,-4,"positive"
"671",39,-0.510977207800183,219,"C","C","C","C","E",0.368,0.289,0.342,0.368,0.263,0.211,0.263,0.289,"3",0,3,3,3,"3","4",0,3,4,3,0,3,"0",0.269,0.356,0.347,0.064,0.183,0.158,0.026,0.053,0.026,0.053,3,-1,5,1,-1,0,0,-1,-3,2,"negative"
"675",117,-0.755462394916418,245,"C","C","E","C","E",0.172,0.474,0.353,0.138,0.345,0.155,0.207,0.216,"0",0,2,0,1,"2","1",1,2,0,4,4,3,"3",0.171,0.127,0.302,0.02,0.253,0.078,0.103,0.103,0.121,0.052,-1,2,1,-3,-1,-1,0,-2,-4,2,"negative"
"680",53,-0.111075522966987,98,"C","C","C","C","C",0,0.288,0.712,0.192,0.346,0.096,0.135,0.308,"3",0,3,0,3,"0","3",0,3,3,3,4,0,"3",0.163,0.276,0.367,0.01,0.112,0.058,0.038,0.077,0.096,0.019,-1,0,3,-3,-3,1,-1,-3,5,1,"negative"
"683",386,-0.535980866669175,1244,"C","C","C","C","C",0.156,0.161,0.683,0.151,0.208,0.088,0.268,0.252,"4",4,4,4,3,"3","4",4,4,3,0,3,3,"1",0.211,0.16,0.198,0.27,0.26,0.088,0.065,0.062,0.034,0.034,0,1,-2,-3,-3,-2,-2,-1,-4,0,"negative"
"685",14,0.12633533089708,60,"E","E","E","E","E",0,0.462,0.538,0.308,0.385,0.154,0.154,0.308,"3",1,3,3,3,"3","2",1,4,4,3,0,1,"0",0.15,0.35,0.467,0,0.167,0.077,0.077,0,0,0.154,-1,0,-1,-3,-3,-1,0,-2,6,-3,"positive"
"689",205,0.0339726964393725,620,"C","C","C","E","E",0,0.515,0.485,0.118,0.23,0.059,0.216,0.211,"3",1,0,3,4,"4","1",1,0,4,4,3,0,"2",0.068,0.145,0.274,0.144,0.177,0.039,0.069,0.069,0.083,0.044,-1,-2,-1,-2,-2,-1,0,-1,-3,-1,"negative"
"690",95,-0.104898000751839,340,"E","E","E","E","E",0.021,0.255,0.723,0.436,0.447,0.149,0.117,0.479,"3",3,3,3,3,"3","4",3,4,3,3,0,3,"0",0.006,0.326,0.335,0.024,0.168,0.096,0.096,0.032,0.043,0.043,-1,-2,-1,-1,3,-2,0,-1,-2,4,"negative"
"691",303,0.21624941551255,954,"C","C","C","H","H",0.245,0.209,0.546,0.126,0.212,0.099,0.179,0.232,"3",3,0,3,1,"3","3",3,1,1,1,0,3,"1",0.181,0.155,0.239,0.138,0.156,0.096,0.043,0.089,0.043,0.053,0,-1,-1,-3,0,-2,-2,-1,-3,-3,"negative"
"693",59,-0.0469036221376437,167,"E","E","E","C","C",0,0.448,0.552,0.086,0.224,0.052,0.19,0.293,"3",3,3,4,0,"4","3",4,3,4,0,3,4,"3",0,0.06,0.204,0.257,0.174,0.103,0.103,0.103,0.017,0.069,0,0,-1,-3,0,-3,-5,-3,9,-9,"positive"
"703",548,-0.547757053028698,1244,"C","C","C","H","H",0.212,0.104,0.684,0.161,0.212,0.115,0.245,0.232,"1",1,3,1,0,"1","1",1,3,1,3,3,3,"1",0.211,0.16,0.198,0.27,0.26,0.073,0.06,0.071,0.048,0.027,0,-1,-3,13,-1,-1,-1,-2,-3,4,"negative"
"718",95,-0.338301598677306,125,"C","C","C","E","E",0,0.362,0.638,0.085,0.34,0.149,0.074,0.266,"0",0,3,3,3,"3","0",1,3,2,4,1,3,"2",0,0.112,0.368,0,0.064,0.032,0.043,0.043,0.096,0.053,-5,-4,2,-7,-2,2,0,-1,2,-1,"negative"
"726",20,0.161795577266193,115,"C","C","C","C","C",0,0.211,0.789,0.421,0.211,0.211,0.263,0.368,"0",1,0,1,3,"0","0",3,0,3,4,4,1,"4",0.13,0.217,0.217,0.104,0.27,0,0.053,0,0,0.053,-1,-1,-2,-3,-2,0,0,-3,-1,-1,"negative"
"732",14,0.542650244622363,156,"X","C","C","C","C",0,0.538,0.462,0.231,0.231,0.077,0.308,0.231,"X",0,0,3,3,"3","X",0,0,4,4,0,3,"3",0,0.205,0.263,0.199,0.25,0.077,0.077,0,0,0,0,0,-4,-5,1,-2,3,-3,-1,-7,"negative"
"736",87,-1.88815652750283,126,"C","C","C","C","C",0.174,0.209,0.616,0.233,0.407,0.128,0.116,0.372,"0",0,0,1,0,"2","0",0,0,0,4,4,4,"4",0.19,0.278,0.413,0,0.119,0.198,0.081,0.035,0.058,0.035,0,-3,1,-4,1,-3,-2,-1,2,-1,"negative"
"739",13,-0.257391813815593,362,"C","C","C","E","E",0,0.583,0.417,0.25,0.167,0.25,0.083,0.25,"1",0,0,3,3,"3","2",1,3,3,4,0,1,"2",0.268,0.13,0.24,0.16,0.196,0,0.083,0.083,0,0,0,-1,-3,-1,-2,-3,-3,0,-5,-6,"negative"
"752",7,-0.448489264136552,226,"E","E","C","E","E",0,0.5,0.5,0,0.5,0,0.167,0.5,"3",1,0,3,3,"1","4",2,1,2,3,0,3,"4",0.031,0.248,0.363,0.058,0.15,0,0,0.167,0,0.167,1,3,-1,-5,-1,2,0,-2,-2,-3,"positive"
"754",9,-0.586524082132086,125,"E","E","E","C","C",0,0.625,0.375,0.375,0.25,0.25,0.25,0.5,"3",3,3,0,0,"0","4",3,4,0,3,4,4,"4",0.208,0.248,0.368,0,0.192,0.125,0,0,0,0,-2,1,0,-3,0,-1,3,4,2,-1,"negative"
"784",84,1.17960746355996,242,"H","H","H","C","C",0.301,0.133,0.566,0.133,0.265,0.12,0.229,0.205,"3",3,0,3,3,"3","3",3,1,3,0,0,1,"3",0.198,0.095,0.236,0.174,0.306,0.157,0.048,0.06,0.048,0.06,2,-3,-4,-4,0,-5,-5,-1,1,0,"negative"
"793",56,-0.601614815050865,152,"C","C","H","C","C",0.309,0.273,0.418,0.236,0.382,0.091,0.218,0.273,"3",0,3,0,0,"3","3",3,2,1,3,4,4,"1",0.204,0.224,0.375,0.086,0.184,0.018,0.073,0.073,0.145,0.036,-2,-1,0,2,-1,0,0,0,1,-1,"negative"
"805",142,-0.2299948018255,209,"E","E","E","C","C",0.035,0.539,0.426,0.191,0.348,0.121,0.184,0.298,"4",4,4,1,0,"X","4",4,4,0,0,2,4,"X",0.077,0.201,0.359,0.019,0.177,0.071,0.057,0.057,0.043,0.043,1,2,-3,-3,2,-2,-2,0,0,-2,"positive"
"806",13,-0.153557060760159,125,"C","C","C","C","C",0.667,0,0.333,0.25,0.333,0.167,0.167,0.25,"4",3,3,0,0,"X","4",4,2,0,1,4,4,"X",0.408,0.104,0.216,0.104,0.328,0.083,0,0.083,0.083,0,2,-5,-3,-4,-4,-1,1,10,-5,6,"negative"
"807",164,-0.510977207800183,555,"E","E","E","E","E",0.061,0.387,0.552,0.276,0.344,0.129,0.239,0.307,"3",0,3,4,0,"0","3",1,4,4,3,0,3,"4",0.061,0.306,0.355,0.049,0.213,0.061,0.055,0.043,0.074,0.055,0,3,5,1,0,2,0,-1,1,-3,"negative"
"814",18,0.147030704060682,184,"H","H","H","H","H",1,0,0,0.176,0.176,0,0.176,0.059,"3",3,3,3,3,"0","3",2,0,2,1,0,3,"4",0.799,0.255,0.228,0.065,0.255,0,0.118,0.059,0.118,0.118,-2,-3,-1,-6,1,5,1,-3,-8,3,"negative"
"819",54,-0.296751891098694,76,"C","C","H","H","H",0.604,0,0.396,0.038,0.17,0.075,0.358,0.113,"3",0,0,1,1,"3","2",3,0,1,3,3,3,"0",0.632,0.039,0.184,0.145,0.316,0.113,0.019,0.094,0.075,0.038,-1,-4,1,-3,1,-3,-4,7,3,-6,"negative"
"831",63,-0.806811662032717,188,"H","H","H","C","C",0.677,0,0.323,0.258,0.29,0.258,0.226,0.21,"0",0,1,3,1,"0","0",0,1,1,4,3,4,"4",0.569,0.287,0.346,0.032,0.229,0.048,0.032,0.129,0.048,0.113,1,0,3,-4,0,-5,-5,-1,-8,-5,"negative"
